ID,fraud_flag
57943,0
57355,0
480,0
8501,0
40065,0
18692,0
26070,0
76385,0
6365,0
7602,0
14472,0
38970,0
46507,0
67985,0
45537,0
50692,0
72326,0
40551,0
63863,0
47862,0
52271,0
1814,0
64619,0
8899,0
44418,0
34644,0
46595,0
9071,0
6003,0
16020,0
41275,0
36922,0
38095,0
46722,0
5706,0
54741,0
13102,0
71897,0
28257,0
13719,0
2042,0
45872,0
63186,0
75735,0
20210,0
14415,0
75830,0
52577,0
8532,0
11843,0
34142,0
61721,0
13480,0
56999,0
50929,0
9558,0
12486,0
51511,0
2200,0
61394,0
59107,0
71323,0
46614,0
7422,0
55104,0
7383,0
54764,0
13630,0
56045,0
34878,0
74275,0
62872,0
36655,0
48431,0
68341,0
28538,0
71427,0
56041,0
65079,0
39116,0
8746,0
72714,0
18803,0
25325,0
38571,0
15986,0
59796,0
53487,0
28750,0
1723,0
73589,0
69938,0
36478,0
52202,0
28453,0
42987,0
9103,0
59822,0
60135,0
59557,0
59420,0
11345,0
7349,0
21357,0
44178,0
30984,0
14645,0
57530,0
60762,0
49345,0
39167,0
62592,0
45822,0
58811,0
47563,0
70480,0
48309,0
25709,0
74265,0
65146,0
28465,0
18249,0
26869,0
33600,0
6712,0
21465,0
8502,0
21100,0
70071,0
1760,0
47829,0
24599,0
68344,0
29274,0
44048,0
71512,0
71976,0
62068,0
49006,0
2284,0
23918,0
60605,0
59056,0
11608,0
6862,0
15806,0
41911,0
67358,0
4220,0
10580,0
19505,0
25601,0
21530,0
7570,0
55313,0
71527,0
48404,0
57269,0
59685,0
49177,0
8029,0
4704,0
34305,0
19136,0
76402,0
54174,0
58404,0
11101,0
63492,0
10361,0
27530,0
36248,0
72973,0
36882,0
66933,0
30124,0
18303,0
73651,0
75671,0
56468,0
19414,0
51920,0
66031,0
48937,0
38766,0
19570,0
46486,0
70305,0
66774,0
54632,0
71865,0
5794,0
50874,0
40897,0
37372,0
30396,0
22474,0
37462,0
33099,0
38049,0
60363,0
31376,0
31723,0
46731,0
22372,0
12061,0
16442,0
54767,0
40045,0
73528,0
20023,0
42643,0
30765,0
32552,0
34882,0
57219,0
23873,0
46489,0
25736,0
75493,0
25400,0
61626,0
31913,0
888,0
29309,0
73258,0
42310,0
40704,0
14134,0
42126,0
74452,0
70016,0
43372,0
59184,0
32643,0
22129,0
7707,0
34234,0
42032,0
63192,0
73226,0
34542,0
24365,0
55574,0
20361,0
22399,0
1461,0
4109,0
56842,0
73146,0
32200,0
12092,0
39766,0
19844,0
17938,0
35065,0
23906,0
5087,0
48909,0
31688,0
8766,0
25739,0
40098,1
65701,0
24571,0
38639,0
56111,0
44171,0
28292,0
32378,0
62397,0
498,0
3927,0
21384,0
64860,0
14552,0
11497,0
53543,0
31212,0
24673,0
75820,0
17904,0
38145,0
42802,0
63304,0
8202,0
69479,0
70928,0
47132,0
50700,0
75367,0
27362,0
13093,0
22345,0
31023,0
70570,0
73919,0
123,0
73970,0
38442,0
68328,0
3846,0
41900,0
64077,0
57706,0
55523,0
65279,0
75534,0
58615,0
49041,0
61848,0
30877,0
31480,0
49074,0
73893,0
39728,0
76077,0
3327,0
67687,0
58784,0
66019,0
48481,0
27617,0
75550,0
68725,0
47313,0
18534,0
70554,0
74919,0
57592,0
18013,0
7539,0
12362,0
22999,0
14323,0
3738,0
6265,0
71553,0
31479,0
61323,0
18925,0
5292,0
53924,0
11944,0
22122,0
29600,0
24927,0
180,0
72708,0
33857,0
48336,0
48023,0
31436,0
54051,0
65968,0
68772,0
39012,0
43054,0
20008,0
67351,0
48356,0
65114,0
3707,0
52440,0
73733,0
44194,0
18386,0
46617,0
16999,0
75003,0
68964,0
51217,0
52547,0
13854,0
60686,0
55843,0
59001,0
4478,0
38981,0
72702,0
30858,0
35384,0
55357,0
23123,0
26406,0
34164,0
70182,0
33548,0
66282,0
59524,0
44041,0
41590,0
14996,0
5039,0
47937,0
30348,0
48295,0
69133,0
12012,0
48912,1
60687,0
19186,0
7109,0
26004,0
49362,0
53023,0
29623,0
8207,0
54135,0
21888,0
42255,0
39606,1
13495,0
69495,0
9785,0
20166,0
14073,0
57763,0
4048,0
50610,0
49858,0
38077,0
53917,0
56757,1
6413,0
9834,0
70277,0
73987,0
56926,0
70528,0
22130,0
10511,0
62404,0
5238,0
32273,0
23908,0
35952,0
71470,0
65860,0
71974,0
19102,0
61506,0
51630,0
48704,0
44638,0
32631,0
33725,0
63319,0
20612,0
10609,0
14484,0
68279,0
72615,0
17987,0
1018,0
37189,0
71890,0
20249,0
75502,0
74871,0
1512,0
66727,0
49196,0
72006,0
25065,0
58800,0
62794,0
28154,0
66176,0
43671,0
65572,0
74285,0
26552,0
25253,0
7997,0
24402,0
57398,0
14832,0
33205,0
16887,0
63247,0
37067,0
3110,0
41167,0
55429,1
37758,0
2650,0
41674,0
46686,0
45273,0
8814,0
30793,0
4603,0
2279,0
29302,0
53077,0
28189,0
66886,0
50796,0
67596,0
46874,0
73157,0
48055,0
9598,0
25392,0
60958,0
68802,0
37220,0
59119,0
17804,0
34517,0
47165,0
69947,0
4225,0
50974,0
61320,0
10051,0
60030,0
24768,0
66278,0
8103,0
25531,0
56704,0
587,0
74472,0
48250,0
31717,0
8926,0
21284,0
63677,0
54942,0
35673,0
39646,0
27894,0
71784,0
44412,0
14852,0
37336,0
5588,0
27957,0
3847,0
37461,0
64072,0
49983,0
35024,0
1157,1
12918,0
55797,0
18593,0
4277,0
69825,0
30228,0
6822,0
3833,0
16085,0
10071,0
74707,0
30777,0
9169,0
46563,0
68228,1
34017,0
41057,0
63468,0
52080,0
13827,0
25849,0
14114,0
69759,0
62332,0
30165,0
69057,0
62243,0
29369,0
4762,0
59781,0
1127,0
16897,0
54564,0
26024,0
75230,0
26133,0
12374,0
61297,0
50363,0
23667,0
13482,0
60980,0
62591,0
75160,0
68368,0
11675,0
65104,0
6104,0
19351,0
31640,0
59445,0
70571,0
17440,0
65738,0
6163,0
38096,0
32234,0
4364,0
19304,0
45342,0
69463,0
49577,1
52801,0
64663,0
56809,0
10112,0
47837,0
54656,0
29362,0
2062,0
2737,0
13309,0
28227,0
32478,0
45300,0
65985,0
9014,0
24658,0
67025,0
54790,0
15974,0
6093,0
73291,0
55203,0
61687,0
3868,0
15019,0
45636,0
75554,0
23220,0
27399,0
22314,0
66806,0
11553,0
31649,0
8369,0
1880,0
11138,0
38351,0
43520,0
21994,0
22960,0
66634,0
20962,0
63377,0
33027,0
66201,1
28985,0
48770,0
56544,0
34084,0
17335,0
71751,0
6584,0
24278,0
68060,0
33990,0
44388,0
18279,0
2752,0
9842,0
31270,0
26094,0
39740,0
36200,0
54142,0
33874,0
60033,0
27236,0
59945,0
24559,0
45759,0
72839,0
25503,0
60553,0
33029,0
68947,0
6675,0
73664,0
4495,0
46387,0
4086,0
15694,0
57376,0
41949,0
52114,0
54754,0
74890,0
22069,0
67926,0
27858,0
66956,0
57704,0
60482,0
30022,0
26676,0
33193,0
75354,0
37721,0
21027,0
62992,1
9150,0
7809,0
11690,0
14806,0
60880,0
5392,1
5587,0
29637,0
15303,0
22194,0
51553,0
27809,0
26245,0
60508,0
73821,0
21540,0
21826,0
50697,0
16073,0
17798,0
12951,0
15393,0
70713,0
1280,0
42920,0
7364,0
6177,0
56880,0
24143,0
49861,0
14090,0
71841,0
12622,0
19053,0
76134,0
7503,0
24770,0
10723,0
31829,0
44491,0
39486,0
26388,0
72088,0
34459,0
16188,0
70622,0
39171,0
36209,0
57875,0
65170,0
59874,0
62402,0
74805,0
26970,0
2242,0
45664,0
68886,0
2754,0
17166,0
41460,0
49965,0
28141,0
50509,0
41702,0
21502,0
31582,0
1766,0
70186,0
2425,0
58007,0
27542,0
50876,0
18098,0
28921,0
39975,0
8002,0
64194,0
32402,0
47241,0
43976,0
12363,0
28369,0
31598,0
75540,0
75349,0
53871,0
35571,0
55941,0
74825,0
17199,0
55123,0
17254,0
53599,0
13710,0
64910,0
37672,0
31072,0
32810,0
7406,0
44237,0
33592,0
56380,0
46447,0
56537,0
31138,0
71759,0
42587,0
68127,0
68524,0
70963,0
75552,0
19764,0
48239,0
48326,0
15365,0
26760,0
60039,0
66498,0
32853,0
12515,0
2120,0
64673,0
70403,0
55822,0
31010,0
61150,0
71605,0
25651,0
18371,0
43552,0
537,0
32292,0
50647,0
4035,0
71178,0
47573,0
13514,0
53460,0
67520,0
23589,0
43301,0
38313,0
20181,0
34715,0
54216,0
45875,0
60347,0
2440,0
61128,0
42510,0
25154,0
74788,0
62215,0
27597,0
36911,0
35289,0
37327,0
70217,0
28479,0
68055,0
46448,0
39481,0
53049,0
33926,1
64890,0
58346,0
21802,0
28146,0
73393,0
47633,0
51643,0
27457,0
8643,0
42430,0
74875,0
64609,0
64313,0
53607,0
20414,0
6180,0
12072,0
34325,0
65931,0
40528,0
6281,0
55206,0
76147,0
830,0
1629,0
73628,0
71347,0
75375,0
66643,0
11643,0
67036,0
25501,0
15788,0
38180,0
3944,0
60055,0
24067,0
47111,0
42745,0
38559,0
76047,0
42994,0
46937,0
21885,0
57776,0
55790,0
48075,0
13408,0
68917,0
2557,0
67502,0
28281,0
6636,0
4474,0
74629,0
54697,0
45185,0
50711,0
71483,0
23692,0
56933,0
7461,0
62520,0
65129,0
59253,0
44616,0
27303,0
63619,0
12738,0
41621,0
28395,0
26044,0
70961,0
50141,0
13463,0
24332,0
49814,0
46053,0
32029,0
61517,0
5511,0
32610,0
54774,0
69984,0
18713,0
20203,0
14168,0
26127,0
47812,0
20645,0
56066,0
57113,0
13447,0
39435,0
66883,0
34231,0
46680,0
5916,0
36480,0
64215,0
45580,0
65547,0
13166,0
13608,0
54104,0
50463,0
38164,0
54856,0
66266,0
27419,0
26509,0
48833,0
64007,0
15657,0
36321,0
43770,0
67989,0
13174,0
43748,0
25666,0
55110,0
62395,0
37762,0
907,0
50674,0
45698,0
8787,1
10574,0
37202,0
32646,0
49589,0
61970,0
52349,0
15764,0
62913,0
21818,0
12529,1
12127,0
22482,0
41210,0
16163,0
41587,0
60199,0
41189,0
29059,0
54752,0
70800,0
14920,0
54095,0
58056,0
20774,0
60719,0
7030,0
11282,0
31828,0
17853,0
17949,0
2608,0
57798,0
51561,0
24432,0
25659,0
56227,0
48959,0
22560,0
29803,0
37170,0
8257,0
10398,0
65888,0
54340,0
57721,0
63489,0
16992,0
13852,0
38667,0
20496,0
45610,0
72153,0
16852,0
42175,0
41260,0
55337,0
10059,0
74947,0
45755,0
35085,0
12512,0
19458,0
5847,0
75064,0
58536,0
37949,0
28374,0
23311,0
66533,0
29177,0
24885,0
32719,0
61773,0
17944,0
46504,0
36513,0
49268,0
45623,0
75965,0
59088,0
75870,0
10684,0
45454,0
62890,0
74524,0
21091,0
8112,0
25553,0
14046,0
6704,0
22366,0
25192,0
28900,0
43243,0
28291,0
51581,0
2394,0
13044,0
73413,0
61154,0
44895,0
1886,0
75624,0
55662,0
73230,0
65254,0
47927,0
2489,0
18199,0
69172,0
69872,0
9709,0
36010,0
28221,0
74921,0
36251,0
17897,0
29998,0
68118,0
16621,0
23344,0
8147,0
48925,0
14439,0
52036,0
46417,0
65054,0
52170,1
53138,0
5997,0
9523,0
46587,0
28618,0
28834,0
43760,0
35855,0
31,0
60718,0
56521,0
76165,0
49517,0
23318,0
46896,0
35705,0
67699,0
3015,0
20466,0
56293,0
63788,0
59503,0
26039,0
11353,0
63605,0
25966,0
64695,0
50659,0
17952,0
52586,0
60389,0
13767,0
66377,0
68919,0
56118,0
47078,0
52133,0
66565,0
25726,0
4558,0
43853,0
29826,1
74882,0
36201,0
36684,0
54864,0
8581,0
61048,0
36085,0
69087,0
76033,0
45736,0
52900,0
23561,0
22230,0
11854,0
71158,0
39162,0
11137,0
70288,0
2152,0
57104,0
44233,0
72026,0
10133,0
23372,0
65210,0
30901,0
5220,0
76335,0
12793,0
23209,0
59067,0
557,0
64885,0
11386,0
64510,0
23323,0
2037,0
7748,0
50091,0
22931,0
48662,0
32678,0
67489,0
47076,0
15420,0
51227,0
46604,0
23767,0
29488,0
66750,0
43392,0
76510,0
23328,0
40261,0
43366,0
30317,0
7294,0
17325,0
30424,0
55391,0
17664,0
39992,0
41813,0
49789,0
42597,0
47288,0
6178,0
44607,0
55832,0
33025,0
38580,0
62444,0
41820,0
64660,0
27901,0
18457,0
16511,0
35726,0
43123,0
73626,0
34923,0
71242,0
43629,0
58400,0
57439,0
74444,0
51375,0
73336,0
63241,0
4806,0
29496,0
43968,0
11716,0
47799,0
65013,0
70758,0
65420,0
31393,0
13906,0
47872,0
30174,0
39369,0
6331,0
70490,0
28828,0
15161,0
44908,0
65212,0
76006,0
55351,0
11398,0
53997,0
34538,0
29508,0
4157,0
23063,0
17103,0
59603,0
1819,0
65756,0
22587,0
16364,0
12882,1
51118,0
8028,0
72697,0
23476,0
43058,0
1848,0
59970,0
35440,0
54431,0
38614,0
24950,0
55518,0
31624,0
12335,0
22636,0
34993,0
33612,0
17260,0
52940,0
62262,0
40213,0
28617,0
72825,0
43941,0
57337,0
52041,0
1408,0
29523,0
32246,0
58094,0
30416,0
66928,0
67005,0
57440,0
8688,0
68460,0
18373,0
59769,0
23330,0
9353,0
67352,0
33004,0
71029,0
25031,0
22311,0
34729,0
52654,0
45097,0
74833,0
35740,0
36096,0
42570,0
55212,0
74177,0
15882,0
14951,0
68091,0
16600,0
12134,0
55764,0
31982,0
59953,0
67479,0
65434,0
35538,0
65831,0
39243,0
3973,0
45409,0
61179,0
64729,0
49061,0
19677,0
59861,0
72378,0
41665,0
43138,0
48561,0
61732,0
56695,0
5509,0
8969,0
1137,0
50448,0
49411,0
42835,0
64506,0
6022,0
40624,0
75890,0
15435,0
14597,0
70558,0
38377,0
12852,0
26735,0
63218,0
66930,0
32421,0
61207,0
13347,0
69677,0
58591,0
40602,0
63091,0
21447,0
41549,0
33649,0
43223,0
48366,0
68664,0
10121,0
8058,0
72885,0
66288,0
36692,0
58217,0
4649,1
22427,0
17822,0
5102,0
49939,0
65680,0
58132,0
72932,0
4905,0
33150,0
9011,0
26506,0
17908,0
39380,0
35745,0
4491,0
43330,0
38576,0
60325,0
74542,0
55302,0
58299,0
72221,0
44098,0
46141,0
70176,0
47420,0
37831,0
72565,0
4598,0
41016,0
63453,0
41691,0
34127,0
66092,0
23246,0
56242,0
56466,0
67204,0
5674,0
59884,0
65593,0
41532,0
19745,1
41930,0
18591,0
8737,0
9521,0
23549,0
70151,0
14281,0
1942,0
47410,0
52997,0
10604,0
30057,0
1554,0
67264,0
12103,0
11129,0
74431,0
3531,0
38838,0
20986,0
23309,0
6100,0
48797,0
53941,0
65219,0
25893,0
67875,0
62166,0
27423,0
42702,0
21120,0
18619,0
69431,0
69420,0
71357,0
31481,0
50638,0
54407,0
40300,0
1404,0
4984,0
61136,0
45324,0
17604,0
44083,0
44906,0
44637,0
20918,0
24644,0
50877,0
74296,0
52800,0
59128,0
52729,0
9368,0
31574,0
25019,0
56874,0
11892,0
55985,0
39824,0
20883,0
48528,0
40055,0
23275,0
17933,0
34513,0
69865,0
48419,0
50181,0
75760,0
44096,0
35378,0
6583,0
60991,0
10396,0
38009,0
54970,0
4532,0
66330,0
59185,0
22847,0
22125,0
60678,0
14319,0
662,0
17648,0
57394,0
5811,0
29602,0
50926,0
65327,0
51578,0
35391,0
19448,0
61199,0
72475,0
16974,0
1513,0
43803,0
10787,0
33055,0
44870,0
64222,0
70932,0
46299,0
68999,0
74474,0
26205,0
26672,0
45941,0
10869,0
70777,0
16733,0
31924,0
43298,0
33415,0
55401,0
10970,0
67742,0
56390,0
57433,0
66298,0
70875,0
205,0
12167,0
23131,0
62378,0
6125,0
39265,0
67910,0
45123,0
30769,0
62918,0
60449,0
8468,0
4326,0
70446,1
65944,0
36380,0
43862,0
57692,0
28438,0
24717,0
7081,0
9428,0
16936,0
21964,0
38804,1
62104,0
43146,0
75142,0
14643,0
25084,0
7254,0
2614,0
53824,0
26260,0
52049,0
38203,0
17164,0
73427,0
47801,0
4073,0
70776,0
18683,0
62051,0
24154,0
57339,0
9042,0
27642,0
37710,0
47219,0
40002,1
45684,0
45486,0
67665,0
10061,0
2107,0
9700,0
28147,0
32144,0
55931,0
15594,0
11604,0
36884,0
33470,0
48617,0
29461,0
51737,0
46892,0
46532,0
51705,0
7697,0
46618,0
57389,0
3507,0
65771,0
5535,0
54947,0
3060,0
39903,0
58415,0
66950,0
2779,0
38671,0
61635,0
67962,0
21622,0
55593,0
10774,0
53785,0
21197,0
40024,0
20703,0
72472,0
4243,0
17683,0
1110,0
62352,0
42527,0
68660,0
19995,0
5928,0
41230,0
36739,0
1681,0
56860,0
41851,0
47834,0
12260,0
45860,0
29287,0
67271,0
20457,0
7290,0
4052,0
29856,0
27828,0
46564,0
66925,0
41174,0
25941,0
48118,0
60094,0
42192,0
23048,0
43822,0
50374,1
36592,0
3671,0
31938,0
63785,0
54643,0
12610,0
41790,0
5715,0
73053,0
74225,0
45856,0
38499,0
46842,0
57577,0
55084,0
53688,0
34436,0
74471,0
73318,0
43316,0
47959,0
16226,0
34327,0
23982,0
16746,0
35034,0
45631,0
61148,0
28616,0
72155,0
55272,0
31958,0
10451,0
72395,0
74879,0
71995,0
69126,0
39888,0
40144,0
54751,0
38526,0
33518,0
9195,0
32132,0
74214,0
16352,0
64363,0
42648,0
26165,0
10719,0
44311,0
1063,0
40393,0
31260,0
41966,0
45955,0
28204,0
65933,0
8993,0
2812,0
30906,0
61666,0
11450,0
21409,0
66131,0
42131,0
2743,0
44023,0
18100,0
9218,0
20583,0
38741,0
67987,0
162,0
74300,0
49686,0
37066,0
74522,0
32090,0
10596,0
11477,0
1912,0
71369,0
7635,0
23927,0
70663,0
43385,0
40709,0
49883,0
17253,0
68650,0
12514,0
63408,0
49879,0
53895,0
19769,0
75644,0
15059,0
11075,0
63003,0
72547,0
64804,0
37291,0
31736,0
66332,0
39771,0
45562,0
67917,0
41183,0
35055,0
22707,0
44228,0
44800,0
64032,0
34737,0
29071,0
47778,0
69617,0
3959,0
41172,0
50030,0
27379,0
1684,0
20240,0
13332,0
20211,0
60506,0
10145,0
66987,0
52521,0
1120,0
51520,0
5596,0
33453,0
65070,0
68231,0
30051,0
69991,0
45328,0
2236,0
37223,0
34736,0
76454,0
17063,0
55550,0
45143,0
9538,0
55960,0
8681,0
75947,0
65900,0
72427,0
18574,0
46431,0
31329,0
29152,0
21063,0
55603,0
12665,0
28942,0
76509,0
3375,0
74193,0
39775,0
66038,0
61010,0
1027,0
74659,0
58717,0
63117,1
23233,0
68382,0
4550,0
69801,0
44584,0
23609,0
41278,0
55731,0
73048,0
34373,0
1400,0
57069,0
47909,0
38506,0
35954,0
43247,0
62804,0
477,0
58123,0
45491,0
64634,0
22074,0
58945,0
147,0
65130,0
60602,0
55266,0
58462,1
52482,0
73124,0
29905,0
7116,0
2307,0
14792,0
27594,0
65801,0
75124,0
49941,0
38424,0
17609,0
1121,0
18105,0
21082,0
2397,0
13896,0
39844,0
21700,0
6949,0
1282,0
8043,0
59063,0
62961,0
11808,0
37133,0
40309,0
26338,0
23461,0
32710,0
35209,0
12262,1
64011,0
32775,0
53236,0
65097,0
71270,0
32652,0
53631,0
14912,0
30762,0
30303,0
39573,0
30895,0
50484,0
45840,0
9968,0
22712,0
37675,0
7190,0
48180,0
23644,0
32235,0
48970,0
35217,0
1021,0
19319,0
26431,0
72519,0
32210,0
35503,0
9889,0
12400,0
10812,0
67148,0
50098,0
52387,0
71983,0
28099,0
42937,0
46841,0
69739,0
43053,0
36671,0
12500,0
24004,0
2746,0
50323,0
72988,0
33665,0
408,0
24483,0
73965,0
25596,0
25917,0
47550,0
37277,0
73950,0
43540,0
60181,0
4671,0
3134,0
44529,0
8271,0
12037,0
69077,0
13622,0
57675,0
51612,0
46151,0
67105,0
72744,0
60815,0
67568,0
24625,0
42117,0
38109,0
70508,0
47209,0
38325,0
4664,0
57824,0
30996,0
75639,0
63901,0
5948,0
11246,0
27616,0
21497,0
47,0
30904,0
22918,0
54171,0
47835,0
38130,0
33882,0
1475,0
38006,0
43204,0
5504,0
40576,0
17486,0
18837,0
45670,0
27367,0
21011,0
64615,0
24901,0
43483,0
58265,0
42057,0
63650,0
14940,0
68315,0
37756,0
50832,0
59588,0
18074,0
16312,0
69924,0
13547,0
52026,0
31243,0
22344,0
54085,0
56797,0
2802,0
58569,1
42205,0
63260,0
8100,0
43700,0
64371,0
8264,0
37143,0
29910,0
55055,0
42966,0
23096,0
15808,0
76190,0
67847,0
36963,0
2017,0
75477,0
25938,0
32948,0
31664,0
47779,0
33472,0
47878,0
73846,0
27043,0
34743,0
3123,0
67381,0
20454,0
68735,0
11012,0
12088,0
15528,0
63498,1
58302,0
5990,0
21886,0
34129,0
17184,0
42916,0
75369,0
25379,0
24258,0
54611,0
50180,0
8914,0
67443,0
46573,0
16858,0
41717,0
57359,0
26741,0
26841,0
29515,0
48092,0
46793,0
49857,0
15608,0
72916,0
66620,0
14560,0
34064,1
73379,0
280,0
10349,0
43345,0
965,0
42417,0
46233,0
12090,0
58340,0
2800,0
61244,0
31273,0
52012,0
11266,0
71152,0
18654,0
16215,0
13129,0
29384,0
46039,0
38449,0
