movieId,title,genres
461,Go Fish (1994),Drama|Romance
466,Hot Shots! Part Deux (1993),Action|Comedy|War
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
471,"Hudsucker Proxy, The (1994)",Comedy
472,I'll Do Anything (1994),Comedy|Drama
473,In the Army Now (1994),Comedy|War
474,In the Line of Fire (1993),Action|Thriller
475,In the Name of the Father (1993),Drama
476,"Inkwell, The (1994)",Comedy|Drama
477,What's Love Got to Do with It? (1993),Drama|Musical
479,Judgment Night (1993),Action|Crime|Thriller
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,Kalifornia (1993),Drama|Thriller
484,Lassie (1994),Adventure|Children
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
487,Lightning Jack (1994),Comedy|Western
490,Malice (1993),Thriller
491,"Man Without a Face, The (1993)",Drama
492,Manhattan Murder Mystery (1993),Comedy|Mystery
494,Executive Decision (1996),Action|Adventure|Thriller
497,Much Ado About Nothing (1993),Comedy|Romance
500,Mrs. Doubtfire (1993),Comedy|Drama
505,North (1994),Comedy
508,Philadelphia (1993),Drama
509,"Piano, The (1993)",Drama|Romance
511,"Program, The (1993)",Action|Drama
514,"Ref, The (1994)",Comedy
515,"Remains of the Day, The (1993)",Drama|Romance
516,Renaissance Man (1994),Comedy|Drama
517,Rising Sun (1993),Action|Drama|Mystery
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520,Robin Hood: Men in Tights (1993),Comedy
521,Romeo Is Bleeding (1993),Crime|Thriller
522,Romper Stomper (1992),Action|Drama
523,Ruby in Paradise (1993),Drama
524,Rudy (1993),Drama
527,Schindler's List (1993),Drama|War
529,Searching for Bobby Fischer (1993),Drama
531,"Secret Garden, The (1993)",Children|Drama
532,Serial Mom (1994),Comedy|Crime|Horror
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
534,Shadowlands (1993),Drama|Romance
536,"Simple Twist of Fate, A (1994)",Drama
537,Sirens (1994),Drama
538,Six Degrees of Separation (1993),Drama
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
540,Sliver (1993),Thriller
541,Blade Runner (1982),Action|Sci-Fi|Thriller
542,Son in Law (1993),Comedy|Drama|Romance
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
544,Striking Distance (1993),Action|Crime
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
548,Terminal Velocity (1994),Action|Mystery|Thriller
550,Threesome (1994),Comedy|Romance
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
553,Tombstone (1993),Action|Drama|Western
555,True Romance (1993),Crime|Thriller
556,"War Room, The (1993)",Documentary
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
562,Welcome to the Dollhouse (1995),Comedy|Drama
574,Spanking the Monkey (1994),Comedy|Drama
575,"Little Rascals, The (1994)",Children|Comedy
580,Princess Caraboo (1994),Drama
581,"Celluloid Closet, The (1995)",Documentary
585,"Brady Bunch Movie, The (1995)",Comedy
586,Home Alone (1990),Children|Comedy
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590,Dances with Wolves (1990),Adventure|Drama|Western
592,Batman (1989),Action|Crime|Thriller
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
597,Pretty Woman (1990),Comedy|Romance
599,"Wild Bunch, The (1969)",Adventure|Western
605,One Fine Day (1996),Drama|Romance
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
608,Fargo (1996),Comedy|Crime|Drama|Thriller
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
612,"Pallbearer, The (1996)",Comedy
613,Jane Eyre (1996),Drama|Romance
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
616,"Aristocats, The (1970)",Animation|Children
618,Two Much (1995),Comedy|Romance
627,"Last Supper, The (1995)",Drama|Thriller
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
637,Sgt. Bilko (1996),Comedy
638,Jack and Sarah (1995),Romance
640,Diabolique (1996),Drama|Thriller
647,Courage Under Fire (1996),Action|Crime|Drama|War
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
653,Dragonheart (1996),Action|Adventure|Fantasy
656,Eddie (1996),Comedy
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
662,Fear (1996),Thriller
663,Kids in the Hall: Brain Candy (1996),Comedy
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,Barbarella (1968),Adventure|Comedy|Sci-Fi
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
691,Mrs. Winterbourne (1996),Comedy|Romance
694,"Substitute, The (1996)",Action|Crime|Drama
698,Delta of Venus (1995),Drama
700,Angus (1995),Comedy
704,"Quest, The (1996)",Action|Adventure
707,Mulholland Falls (1996),Crime|Drama|Thriller
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
710,Celtic Pride (1996),Comedy
714,Dead Man (1995),Drama|Mystery|Western
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
719,Multiplicity (1996),Comedy
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
728,Cold Comfort Farm (1995),Comedy
733,"Rock, The (1996)",Action|Adventure|Thriller
736,Twister (1996),Action|Adventure|Romance|Thriller
737,Barb Wire (1996),Action|Sci-Fi
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
742,Thinner (1996),Horror|Thriller
743,Spy Hard (1996),Comedy
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
747,"Stupids, The (1996)",Comedy
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
757,Ashes of Time (Dung che sai duk) (1994),Drama
761,"Phantom, The (1996)",Action|Adventure
762,Striptease (1996),Comedy|Crime
765,Jack (1996),Comedy|Drama
778,Trainspotting (1996),Comedy|Crime|Drama
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
782,"Fan, The (1996)",Drama|Thriller
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
784,"Cable Guy, The (1996)",Comedy|Thriller
785,Kingpin (1996),Comedy
786,Eraser (1996),Action|Drama|Thriller
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
798,Daylight (1996),Action|Adventure|Drama|Thriller
799,"Frighteners, The (1996)",Comedy|Horror|Thriller
800,Lone Star (1996),Drama|Mystery|Western
801,Harriet the Spy (1996),Children|Comedy
802,Phenomenon (1996),Drama|Romance
805,"Time to Kill, A (1996)",Drama|Thriller
809,Fled (1996),Action|Adventure
810,Kazaam (1996),Children|Comedy|Fantasy
813,Larger Than Life (1996),Comedy
818,"Very Brady Sequel, A (1996)",Comedy
823,"Collector, The (La collectionneuse) (1967)",Drama
828,"Adventures of Pinocchio, The (1996)",Adventure|Children
829,Joe's Apartment (1996),Comedy|Fantasy|Musical
830,"First Wives Club, The (1996)",Comedy
832,Ransom (1996),Crime|Thriller
835,Foxfire (1996),Drama
836,Chain Reaction (1996),Action|Adventure|Thriller
837,Matilda (1996),Children|Comedy|Fantasy
838,Emma (1996),Comedy|Drama|Romance
839,"Crow: City of Angels, The (1996)",Action|Thriller
840,House Arrest (1996),Children|Comedy
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
848,"Spitfire Grill, The (1996)",Drama
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
851,Basquiat (1996),Drama
852,Tin Cup (1996),Comedy|Drama|Romance
858,"Godfather, The (1972)",Crime|Drama
866,Bound (1996),Crime|Drama|Romance|Thriller
869,Kansas City (1996),Crime|Drama|Musical|Thriller
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
885,Bogus (1996),Children|Drama|Fantasy
886,Bulletproof (1996),Action|Comedy|Crime
892,Twelfth Night (1996),Comedy|Drama|Romance
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
899,Singin' in the Rain (1952),Comedy|Musical|Romance
900,"American in Paris, An (1951)",Musical|Romance
901,Funny Face (1957),Comedy|Musical
902,Breakfast at Tiffany's (1961),Drama|Romance
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
904,Rear Window (1954),Mystery|Thriller
905,It Happened One Night (1934),Comedy|Romance
906,Gaslight (1944),Drama|Thriller
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
909,"Apartment, The (1960)",Comedy|Drama|Romance
910,Some Like It Hot (1959),Comedy|Crime
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
912,Casablanca (1942),Drama|Romance
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
915,Sabrina (1954),Comedy|Romance
916,Roman Holiday (1953),Comedy|Drama|Romance
918,Meet Me in St. Louis (1944),Musical
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
920,Gone with the Wind (1939),Drama|Romance|War
921,My Favorite Year (1982),Comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
923,Citizen Kane (1941),Drama|Mystery
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
926,All About Eve (1950),Drama
928,Rebecca (1940),Drama|Mystery|Romance|Thriller
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
938,Gigi (1958),Musical
941,"Mark of Zorro, The (1940)",Adventure
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
944,Lost Horizon (1937),Drama
945,Top Hat (1935),Comedy|Musical|Romance
946,To Be or Not to Be (1942),Comedy|Drama|War
947,My Man Godfrey (1936),Comedy|Romance
949,East of Eden (1955),Drama
951,His Girl Friday (1940),Comedy|Romance
952,Around the World in 80 Days (1956),Adventure|Comedy
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
954,Mr. Smith Goes to Washington (1939),Drama
955,Bringing Up Baby (1938),Comedy|Romance
959,Of Human Bondage (1934),Drama
965,"39 Steps, The (1935)",Drama|Mystery|Thriller
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
973,Meet John Doe (1941),Comedy|Drama
984,"Pompatus of Love, The (1996)",Comedy|Drama
986,Fly Away Home (1996),Adventure|Children
990,Maximum Risk (1996),Action|Adventure|Thriller
991,Michael Collins (1996),Drama
994,Big Night (1996),Comedy|Drama
999,2 Days in the Valley (1996),Crime|Film-Noir
1004,"Glimmer Man, The (1996)",Action|Thriller
1005,D3: The Mighty Ducks (1996),Children|Comedy
1006,"Chamber, The (1996)",Drama
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
1010,"Love Bug, The (1969)",Children|Comedy
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance
1012,Old Yeller (1957),Children|Drama
1013,"Parent Trap, The (1961)",Children|Comedy|Romance
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
1016,"Shaggy Dog, The (1959)",Children|Comedy
1017,Swiss Family Robinson (1960),Adventure|Children
1018,That Darn Cat! (1965),Children|Comedy|Mystery
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
1020,Cool Runnings (1993),Comedy
1021,Angels in the Outfield (1994),Children|Comedy
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
1024,"Three Caballeros, The (1945)",Animation|Children|Musical
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1029,Dumbo (1941),Animation|Children|Drama|Musical
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama
1034,Freeway (1996),Comedy|Crime|Drama|Thriller
1035,"Sound of Music, The (1965)",Musical|Romance
1036,Die Hard (1988),Action|Crime|Thriller
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
1041,Secrets & Lies (1996),Drama
1042,That Thing You Do! (1996),Comedy|Drama
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
1049,"Ghost and the Darkness, The (1996)",Action|Adventure
1050,Looking for Richard (1996),Documentary|Drama
1051,Trees Lounge (1996),Drama
1055,Shadow Conspiracy (1997),Thriller
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
