userId,movieId,rating
479,4676,1.0
391,2628,1.0
608,2798,1.0
502,8529,1.0
605,35347,1.0
571,1998,1.0
21,108932,1.0
480,3826,1.0
313,76,1.0
313,2080,1.0
274,39400,1.0
484,1333,1.0
160,1976,1.0
20,4734,1.0
414,2605,1.0
394,208,1.0
10,106782,1.0
528,88125,1.0
448,96861,1.0
68,1320,1.0
368,2456,1.0
297,1488,1.0
414,3393,1.0
294,3564,1.0
382,32296,1.0
517,4148,1.0
474,2450,1.0
294,671,1.0
428,1831,1.0
373,21,1.0
555,1336,1.0
230,4034,1.0
563,2384,1.0
448,6534,1.0
536,431,1.0
21,114818,1.0
294,445,1.0
311,3977,1.0
567,135137,1.0
590,3979,1.0
448,4477,1.0
308,508,1.0
559,374,1.0
19,48,1.0
427,4876,1.0
19,2513,1.0
567,162606,1.0
391,5254,1.0
91,2302,1.0
480,2710,1.0
200,59615,1.0
567,132335,1.0
453,1676,1.0
140,5291,1.0
567,34150,1.0
500,101,1.0
219,4247,1.0
73,69278,1.0
274,4248,1.0
267,2890,1.0
434,788,1.0
266,1614,1.0
297,1556,1.0
514,1381,1.0
382,46865,1.0
503,1342,1.0
500,11,1.0
489,6155,1.0
284,168,1.0
177,3087,1.0
177,1923,1.0
434,5378,1.0
282,923,1.0
448,4254,1.0
555,173,1.0
307,377,1.0
555,1518,1.0
91,374,1.0
367,3286,1.0
313,3440,1.0
298,71248,1.0
199,1055,1.0
448,92264,1.0
34,4874,1.0
33,805,1.0
22,55290,1.0
160,786,1.0
600,1064,1.0
603,3431,1.0
287,5378,1.0
500,231,1.0
298,3955,1.0
603,485,1.0
527,4289,1.0
294,1021,1.0
199,85,1.0
413,2858,1.0
307,1330,1.0
75,2628,1.0
489,2389,1.0
268,1370,1.0
577,2657,1.0
19,2701,1.0
600,662,1.0
19,3101,1.0
501,661,1.0
602,586,1.0
599,473,1.0
308,2324,1.0
603,52,1.0
224,1285,1.0
68,6888,1.0
220,7164,1.0
587,3450,1.0
181,357,1.0
603,2598,1.0
19,3146,1.0
308,589,1.0
160,648,1.0
195,4723,1.0
597,173,1.0
536,292,1.0
603,2469,1.0
255,1304,1.0
509,45672,1.0
265,2657,1.0
297,836,1.0
309,1645,1.0
358,2338,1.0
603,3635,1.0
490,60128,1.0
313,3996,1.0
517,67295,1.0
603,2813,1.0
160,1586,1.0
428,2671,1.0
307,1995,1.0
437,153,1.0
177,1206,1.0
68,30812,1.0
446,153,1.0
338,187541,1.0
149,1544,1.0
217,737,1.0
15,44,1.0
191,427,1.0
59,2987,1.0
294,2381,1.0
386,288,1.0
462,1784,1.0
266,476,1.0
294,719,1.0
479,5378,1.0
198,4823,1.0
428,1097,1.0
294,3031,1.0
22,46976,1.0
140,26865,1.0
28,56145,1.0
576,1188,1.0
274,5556,1.0
483,1409,1.0
608,3868,1.0
288,4987,1.0
370,1732,1.0
198,2338,1.0
510,16,1.0
414,742,1.0
368,2735,1.0
365,3996,1.0
517,82459,1.0
448,114180,1.0
22,55765,1.0
38,193,1.0
294,3667,1.0
75,6870,1.0
298,140110,1.0
294,3268,1.0
219,3510,1.0
4,1211,1.0
160,2533,1.0
517,30825,1.0
308,339,1.0
136,181,1.0
489,1680,1.0
160,1676,1.0
567,118997,1.0
528,55290,1.0
331,6157,1.0
160,2789,1.0
518,31,1.0
448,136305,1.0
608,829,1.0
156,1614,1.0
140,2775,1.0
298,71518,1.0
294,3313,1.0
298,4974,1.0
448,1389,1.0
448,3596,1.0
50,156607,1.0
600,4748,1.0
428,2011,1.0
19,839,1.0
541,586,1.0
31,1405,1.0
160,374,1.0
156,3223,1.0
453,3908,1.0
57,158,1.0
307,8835,1.0
448,117895,1.0
564,1682,1.0
68,48385,1.0
294,2408,1.0
358,2226,1.0
160,3440,1.0
4,296,1.0
599,274,1.0
4,4641,1.0
40,273,1.0
68,74154,1.0
288,3930,1.0
514,167538,1.0
600,4814,1.0
57,3774,1.0
554,2995,1.0
294,663,1.0
380,46335,1.0
217,393,1.0
275,924,1.0
217,2410,1.0
603,4589,1.0
160,2364,1.0
297,786,1.0
414,1831,1.0
20,3535,1.0
307,1037,1.0
160,1962,1.0
292,79242,1.0
542,8528,1.0
483,2053,1.0
226,32666,1.0
223,344,1.0
560,82202,1.0
442,1231,1.0
480,5401,1.0
42,1094,1.0
47,88405,1.0
482,3130,1.0
288,2378,1.0
41,91529,1.0
279,5378,1.0
597,780,1.0
68,72167,1.0
474,2657,1.0
333,3797,1.0
448,3005,1.0
307,33681,1.0
307,3564,1.0
210,123553,1.0
510,7,1.0
380,152,1.0
38,208,1.0
266,919,1.0
448,129657,1.0
115,1241,1.0
599,43904,1.0
44,12,1.0
82,1748,1.0
380,8666,1.0
294,372,1.0
199,1441,1.0
599,4502,1.0
571,3660,1.0
603,2003,1.0
489,5872,1.0
266,3142,1.0
448,1591,1.0
520,19,1.0
7,4643,1.0
563,98203,1.0
195,1218,1.0
217,1201,1.0
270,135,1.0
536,357,1.0
294,810,1.0
480,37380,1.0
599,355,1.0
91,4774,1.0
438,31433,1.0
600,193,1.0
575,2548,1.0
587,1747,1.0
199,2003,1.0
217,1285,1.0
153,858,1.0
217,65,1.0
517,164909,1.0
409,2694,1.0
434,3863,1.0
57,673,1.0
489,1346,1.0
571,2163,1.0
160,2531,1.0
160,733,1.0
381,6659,1.0
135,1917,1.0
603,4030,1.0
217,1806,1.0
116,1059,1.0
19,640,1.0
600,2628,1.0
140,8199,1.0
19,1544,1.0
85,1358,1.0
298,76175,1.0
368,1996,1.0
600,161,1.0
68,2012,1.0
19,2338,1.0
50,117529,1.5
50,91094,1.5
132,3785,1.5
600,2428,1.5
323,110730,1.5
365,96737,1.5
274,43679,1.5
322,858,1.5
307,4771,1.5
448,91873,1.5
298,80463,1.5
599,2133,1.5
489,95,1.5
599,4619,1.5
599,366,1.5
307,5573,1.5
448,143255,1.5
428,1552,1.5
292,129937,1.5
590,1707,1.5
599,3798,1.5
298,4270,1.5
514,8894,1.5
28,6281,1.5
517,933,1.5
112,95,1.5
182,3896,1.5
307,2500,1.5
600,1551,1.5
387,6811,1.5
182,4728,1.5
599,2372,1.5
287,832,1.5
51,54286,1.5
448,107702,1.5
561,4246,1.5
502,953,1.5
307,5945,1.5
36,3270,1.5
307,4862,1.5
182,849,1.5
398,58293,1.5
220,1049,1.5
517,1597,1.5
132,4027,1.5
578,7046,1.5
599,4686,1.5
184,180987,1.5
483,2167,1.5
522,2141,1.5
219,1485,1.5
599,1646,1.5
503,93831,1.5
561,204,1.5
365,96821,1.5
428,3827,1.5
307,367,1.5
307,4748,1.5
21,73858,1.5
233,78105,1.5
182,3703,1.5
599,59129,1.5
517,4039,1.5
89,3752,1.5
610,2332,1.5
160,5459,1.5
474,26791,1.5
464,379,1.5
599,842,1.5
257,2599,1.5
480,6006,1.5
377,3841,1.5
517,4646,1.5
608,2338,1.5
89,4979,1.5
534,95441,1.5
608,3688,1.5
489,186,1.5
116,1299,1.5
344,4848,1.5
111,143859,1.5
428,3882,1.5
21,109864,1.5
599,3243,1.5
474,3525,1.5
573,69526,1.5
561,6156,1.5
219,6157,1.5
182,3527,1.5
448,79428,1.5
462,91542,1.5
489,6373,1.5
21,40629,1.5
480,1347,1.5
219,6383,1.5
448,152658,1.5
567,86882,1.5
20,4848,1.5
139,5957,1.5
599,5481,1.5
567,145839,1.5
534,78893,1.5
51,1011,1.5
599,4291,1.5
599,1459,1.5
448,43871,1.5
298,62113,1.5
599,6731,1.5
387,1088,1.5
599,33836,1.5
89,86833,1.5
599,5843,1.5
509,63992,1.5
50,94864,1.5
307,2154,1.5
219,1005,1.5
448,126420,1.5
298,3511,1.5
292,19,1.5
448,158022,1.5
226,5501,1.5
387,44974,1.5
167,185,1.5
50,90522,1.5
599,3825,1.5
448,103596,1.5
311,1407,1.5
21,103819,1.5
307,5361,1.5
15,2085,1.5
599,4483,1.5
219,7319,1.5
600,4718,1.5
488,168,1.5
264,1023,1.5
599,4587,1.5
490,231,1.5
599,34800,1.5
177,4679,1.5
308,44555,1.5
448,82093,1.5
167,35836,1.5
28,2060,1.5
232,30883,1.5
480,42013,1.5
139,74789,1.5
307,2496,1.5
215,1091,1.5
365,96964,1.5
323,273,1.5
599,7254,1.5
567,91126,1.5
560,102903,1.5
68,3471,1.5
139,7367,1.5
138,2582,1.5
287,370,1.5
561,6934,1.5
567,90647,1.5
599,1992,1.5
448,91323,1.5
474,5694,1.5
509,40339,1.5
599,2170,1.5
462,1270,1.5
600,2806,1.5
590,4247,1.5
414,7390,1.5
448,104076,1.5
508,1175,1.5
599,92309,1.5
75,2640,1.5
387,743,1.5
292,2122,1.5
138,1411,1.5
21,143245,1.5
111,78772,1.5
298,55995,1.5
83,58303,1.5
474,3394,1.5
287,5816,1.5
489,367,1.5
111,81847,1.5
542,1997,1.5
608,174,1.5
608,3388,1.5
448,5248,1.5
432,344,1.5
599,5136,1.5
448,112370,1.5
153,63082,1.5
316,48,1.5
448,96616,1.5
610,5275,1.5
298,1625,1.5
599,2794,1.5
222,762,1.5
98,82461,1.5
600,2799,1.5
438,33004,1.5
139,4148,1.5
599,4992,1.5
489,3253,1.5
50,122904,1.5
489,4816,1.5
599,544,1.5
298,4340,1.5
375,2628,1.5
608,2141,1.5
365,155288,1.5
448,122890,1.5
599,2841,1.5
534,108945,1.5
42,414,2.0
483,1721,2.0
599,2404,2.0
27,158,2.0
599,5442,2.0
58,276,2.0
225,1982,2.0
219,185,2.0
391,2094,2.0
608,3869,2.0
575,2572,2.0
274,818,2.0
217,3431,2.0
157,2720,2.0
480,6873,2.0
599,6093,2.0
448,2014,2.0
317,97304,2.0
555,1985,2.0
160,2470,2.0
514,2786,2.0
288,2052,2.0
268,2182,2.0
68,40278,2.0
555,2256,2.0
287,16,2.0
139,81564,2.0
217,3461,2.0
602,553,2.0
580,49651,2.0
141,3988,2.0
182,5502,2.0
68,6218,2.0
368,540,2.0
414,2676,2.0
220,316,2.0
448,2412,2.0
217,1429,2.0
160,593,2.0
314,380,2.0
368,2662,2.0
42,3882,2.0
82,4255,2.0
489,468,2.0
288,4148,2.0
448,118326,2.0
603,778,2.0
500,3253,2.0
9,1037,2.0
165,5530,2.0
590,216,2.0
599,784,2.0
265,1302,2.0
232,6057,2.0
244,736,2.0
182,5650,2.0
599,7117,2.0
360,1639,2.0
139,7163,2.0
244,2243,2.0
590,1562,2.0
561,45431,2.0
113,2671,2.0
599,487,2.0
597,2402,2.0
288,1388,2.0
457,3826,2.0
525,783,2.0
414,3614,2.0
307,7444,2.0
89,4928,2.0
42,379,2.0
156,68,2.0
479,351,2.0
367,4031,2.0
184,87483,2.0
279,103341,2.0
19,719,2.0
100,2513,2.0
607,3785,2.0
474,5303,2.0
448,2616,2.0
352,3744,2.0
474,6313,2.0
438,41569,2.0
234,3877,2.0
382,743,2.0
307,48142,2.0
42,2369,2.0
387,33164,2.0
81,380,2.0
140,4027,2.0
495,3977,2.0
283,1148,2.0
608,4447,2.0
274,63436,2.0
365,89804,2.0
597,1687,2.0
198,5459,2.0
68,48043,2.0
525,6157,2.0
217,2404,2.0
597,1581,2.0
232,40339,2.0
240,296,2.0
298,36535,2.0
590,7161,2.0
153,616,2.0
422,762,2.0
414,4063,2.0
274,3355,2.0
365,108190,2.0
414,1390,2.0
21,50189,2.0
19,627,2.0
590,3968,2.0
474,586,2.0
365,81229,2.0
414,990,2.0
307,2121,2.0
68,1339,2.0
298,94677,2.0
317,1961,2.0
104,2153,2.0
91,158,2.0
462,8798,2.0
226,255,2.0
73,63992,2.0
588,592,2.0
292,111360,2.0
561,110553,2.0
89,1394,2.0
382,26765,2.0
368,1969,2.0
274,33158,2.0
19,2840,2.0
19,965,2.0
368,353,2.0
28,5956,2.0
387,45499,2.0
177,2053,2.0
428,380,2.0
294,2060,2.0
462,33794,2.0
414,3770,2.0
199,587,2.0
41,93840,2.0
603,29,2.0
608,2060,2.0
33,11,2.0
19,984,2.0
331,4638,2.0
571,3708,2.0
290,2549,2.0
368,132,2.0
422,3798,2.0
479,1371,2.0
187,5349,2.0
414,6628,2.0
235,10,2.0
386,480,2.0
197,858,2.0
19,915,2.0
312,2393,2.0
599,106873,2.0
198,1639,2.0
509,8808,2.0
464,62956,2.0
524,23,2.0
288,3957,2.0
89,94677,2.0
380,3889,2.0
414,58156,2.0
42,1976,2.0
28,46578,2.0
610,56156,2.0
603,1805,2.0
298,3821,2.0
380,55282,2.0
342,2723,2.0
557,2628,2.0
27,5060,2.0
361,1210,2.0
414,6213,2.0
298,95441,2.0
307,5128,2.0
4,47,2.0
561,6378,2.0
474,1091,2.0
68,56941,2.0
217,1136,2.0
221,5248,2.0
117,555,2.0
422,4133,2.0
307,8362,2.0
234,2253,2.0
19,490,2.0
552,3113,2.0
231,527,2.0
517,2100,2.0
600,2794,2.0
350,17,2.0
136,44,2.0
424,89118,2.0
168,1376,2.0
474,2379,2.0
126,300,2.0
474,4127,2.0
222,193,2.0
603,532,2.0
414,4636,2.0
33,1614,2.0
2,114060,2.0
50,596,2.0
91,2522,2.0
395,527,2.0
294,2916,2.0
380,6338,2.0
28,61024,2.0
288,5679,2.0
599,1752,2.0
91,4979,2.0
549,260,2.0
448,109187,2.0
448,85367,2.0
474,2112,2.0
33,1805,2.0
414,2822,2.0
480,6979,2.0
448,3555,2.0
414,6039,2.0
600,2416,2.0
387,1035,2.0
156,1665,2.0
603,2706,2.0
185,34,2.0
42,165,2.0
19,2733,2.0
474,5548,2.0
599,6267,2.0
600,225,2.0
298,8961,2.0
230,150,2.0
105,3593,2.0
82,2355,2.0
599,6992,2.0
386,173,2.0
19,2011,2.0
217,2950,2.0
265,2392,2.0
414,4388,2.0
563,58347,2.0
597,434,2.0
555,1986,2.0
442,3752,2.0
608,1702,2.0
448,87483,2.0
541,444,2.0
140,1653,2.0
10,60950,2.0
448,60074,2.0
144,589,2.0
448,4066,2.0
140,4975,2.0
561,54997,2.0
599,51080,2.0
89,177765,2.0
217,47,2.0
600,5283,2.0
599,2162,2.0
361,2529,2.0
381,53464,2.0
274,8947,2.0
19,3535,2.0
313,377,2.0
244,479,2.0
6,88,2.0
599,34332,2.0
298,4388,2.0
19,3497,2.0
474,1030,2.0
209,71535,2.0
66,181,2.0
414,8907,2.0
64,4734,2.0
603,1682,2.0
232,5504,2.0
599,6213,2.0
68,587,2.0
353,355,2.0
474,2352,2.0
328,2987,2.0
599,27124,2.0
414,5471,2.0
19,3361,2.0
480,6548,2.0
307,32019,2.0
414,5107,2.0
610,3564,2.0
571,366,2.0
199,1388,2.0
226,4676,2.0
18,784,2.0
267,2861,2.0
279,2797,2.0
474,520,2.0
606,6934,2.0
590,7570,2.0
599,1479,2.0
428,3555,2.0
63,1580,2.0
428,2539,2.0
448,74916,2.0
368,1385,2.0
368,2126,2.0
608,3751,2.0
599,453,2.0
332,1676,2.0
160,368,2.0
328,58559,2.0
182,4310,2.0
398,1909,2.0
68,4128,2.0
42,3869,2.0
274,6383,2.0
599,4200,2.0
19,1645,2.0
274,5784,2.0
438,7315,2.0
68,8879,2.0
479,5303,2.0
307,24,2.0
559,255,2.0
19,3258,2.0
217,2396,2.0
479,2793,2.0
210,184053,2.0
479,2011,2.0
307,37384,2.0
409,2724,2.0
387,7991,2.0
380,4890,2.0
524,762,2.0
288,3107,2.0
294,2477,2.0
57,761,2.0
372,924,2.0
603,1748,2.0
307,1973,2.0
341,480,2.0
580,919,2.0
121,432,2.0
448,5459,2.0
600,953,2.0
125,2657,2.0
160,2977,2.0
121,19,2.0
113,1043,2.0
428,150,2.0
288,1347,2.0
368,185,2.0
288,27618,2.0
135,2193,2.0
428,3977,2.0
590,34150,2.0
199,1047,2.0
483,4638,2.0
376,19,2.0
19,104,2.0
306,105731,2.0
474,5755,2.0
587,830,2.0
325,3809,2.0
101,2723,2.0
414,6012,2.0
361,70,2.0
294,2111,2.0
599,420,2.0
448,19,2.0
307,586,2.0
386,196,2.0
217,1676,2.0
561,8529,2.0
298,1466,2.0
606,2410,2.0
414,2430,2.0
607,3175,2.0
255,4018,2.0
41,1222,2.0
288,2902,2.0
6,719,2.0
428,4025,2.0
208,2699,2.0
410,4019,2.0
549,1210,2.0
390,5989,2.0
414,4519,2.0
82,34,2.0
294,1064,2.0
140,3317,2.0
139,8371,2.0
181,519,2.0
474,2095,2.0
7,587,2.0
414,420,2.0
104,2551,2.0
379,21,2.0
317,80219,2.0
195,800,2.0
520,327,2.0
599,3016,2.0
140,338,2.0
135,1876,2.0
599,885,2.0
427,2355,2.0
104,5796,2.0
149,924,2.0
514,169984,2.0
594,6148,2.0
468,160,2.0
599,2375,2.0
414,30894,2.0
561,8371,2.0
217,1256,2.0
372,1080,2.0
217,2860,2.0
599,6320,2.0
294,2013,2.0
414,7445,2.0
232,47200,2.0
45,1863,2.0
265,2455,2.0
599,8045,2.0
525,96150,2.0
149,2011,2.0
448,93982,2.0
279,106489,2.0
462,3572,2.0
331,3623,2.0
474,852,2.0
135,1370,2.0
50,136018,2.0
294,3877,2.0
275,2359,2.0
57,442,2.0
19,2502,2.0
233,2296,2.0
19,2463,2.0
414,8810,2.0
39,1527,2.0
430,2100,2.0
57,3208,2.0
274,6014,2.0
520,1079,2.0
599,7125,2.0
317,81932,2.0
448,6218,2.0
597,471,2.0
354,3623,2.0
19,2001,2.0
292,3386,2.0
28,52241,2.0
387,7951,2.0
149,519,2.0
380,53121,2.0
382,56176,2.0
593,339,2.0
368,2808,2.0
182,6373,2.0
292,2712,2.0
368,849,2.0
385,1385,2.0
28,57368,2.0
19,351,2.0
304,1391,2.0
599,165529,2.0
288,1129,2.0
561,93326,2.0
298,3300,2.0
561,68791,2.0
524,50,2.0
480,1729,2.0
160,442,2.0
414,429,2.0
603,1914,2.0
487,5299,2.0
68,3160,2.0
198,2986,2.0
288,4343,2.0
567,103772,2.0
79,2427,2.0
599,1006,2.0
201,1562,2.0
571,2982,2.0
63,53000,2.0
462,1961,2.0
590,585,2.0
590,2724,2.0
572,2987,2.0
136,231,2.0
155,1968,2.0
132,5171,2.0
567,160980,2.0
567,118700,2.0
610,100810,2.0
448,59900,2.0
474,2262,2.0
414,829,2.0
599,481,2.0
247,5349,2.0
414,6560,2.0
298,5459,2.0
317,70286,2.0
414,432,2.0
19,2450,2.0
217,296,2.0
599,6308,2.0
564,53996,2.0
599,3250,2.0
19,798,2.0
474,516,2.0
428,1909,2.0
290,3444,2.0
274,2548,2.0
156,2947,2.0
448,3785,2.0
422,3986,2.0
448,3705,2.0
298,5218,2.0
111,2005,2.0
464,2683,2.0
380,67255,2.0
599,1762,2.0
274,5621,2.0
222,79695,2.0
50,97225,2.0
135,1918,2.0
555,1965,2.0
555,748,2.0
157,2724,2.0
448,3591,2.0
361,260,2.0
133,288,2.0
274,4890,2.0
275,1923,2.0
217,2306,2.0
386,485,2.0
414,1271,2.0
185,361,2.0
160,2367,2.0
288,3833,2.0
42,1644,2.0
274,2770,2.0
68,2716,2.0
368,3431,2.0
19,196,2.0
113,1589,2.0
288,2535,2.0
101,358,2.0
437,640,2.0
599,1382,2.0
42,153,2.0
599,70703,2.0
448,3248,2.0
414,6280,2.0
19,2354,2.0
298,68600,2.0
535,2445,2.0
47,104841,2.0
331,4018,2.0
599,3827,2.0
373,168,2.0
160,242,2.0
198,2391,2.0
314,208,2.0
217,110,2.0
44,736,2.0
590,193,2.0
19,3591,2.0
534,58559,2.0
245,2064,2.0
274,3826,2.0
363,176389,2.0
391,1805,2.0
525,67734,2.0
19,485,2.0
368,2616,2.0
160,1591,2.0
181,338,2.0
368,3740,2.0
307,1020,2.0
480,4756,2.0
474,2463,2.0
19,2478,2.0
198,1591,2.0
82,1645,2.0
91,1380,2.0
19,3489,2.0
380,6593,2.0
365,8464,2.0
307,409,2.0
484,88129,2.0
7,4223,2.0
177,5501,2.0
266,551,2.0
552,4701,2.0
57,1544,2.0
132,2953,2.0
58,44,2.0
125,149902,2.0
414,6549,2.0
490,53125,2.0
274,2054,2.0
55,2005,2.0
368,2122,2.0
600,172,2.0
28,1625,2.0
313,1270,2.0
217,2605,2.0
298,56801,2.0
483,153,2.0
380,27683,2.0
597,2794,2.0
332,93766,2.0
462,3521,2.0
453,3717,2.0
365,103810,2.0
232,51088,2.0
226,783,2.0
414,4610,2.0
597,1479,2.0
381,1208,2.0
352,112138,2.0
590,19,2.0
50,117176,2.0
368,1587,2.0
474,4723,2.0
315,2951,2.0
19,842,2.0
403,2724,2.0
325,1608,2.0
294,1179,2.0
571,2120,2.0
217,2567,2.0
281,362,2.0
555,435,2.0
288,3489,2.0
599,2422,2.0
139,8861,2.0
448,32,2.0
6,218,2.0
525,66203,2.0
28,2502,2.0
590,6157,2.0
7,2324,2.0
42,880,2.0
474,2787,2.0
590,2411,2.0
483,1562,2.0
368,2881,2.0
28,61011,2.0
599,4063,2.0
217,122,2.0
313,2097,2.0
554,2857,2.0
297,1004,2.0
599,44241,2.0
45,1377,2.0
600,3247,2.0
603,4757,2.0
599,5171,2.0
480,8957,2.0
422,3826,2.0
610,51077,2.0
380,96079,2.0
182,3981,2.0
448,80590,2.0
567,673,2.0
307,4915,2.0
288,3753,2.0
411,348,2.0
328,46578,2.0
68,4085,2.0
20,4449,2.0
19,709,2.0
474,1735,2.0
489,1042,2.0
479,2110,2.0
448,37727,2.0
156,62,2.0
68,1124,2.0
534,94018,2.0
571,3021,2.0
38,252,2.0
216,4007,2.0
517,96520,2.0
307,429,2.0
57,762,2.0
160,991,2.0
387,2402,2.0
26,434,2.0
414,2793,2.0
489,2706,2.0
456,79,2.0
381,3988,2.0
159,106782,2.0
217,3406,2.0
474,2115,2.0
484,5135,2.0
68,737,2.0
255,4467,2.0
307,2369,2.0
409,2805,2.0
324,432,2.0
217,2003,2.0
160,1973,2.0
563,59258,2.0
89,4973,2.0
32,849,2.0
423,1080,2.0
469,1590,2.0
414,2803,2.0
608,2916,2.0
448,32019,2.0
185,2799,2.0
307,6619,2.0
19,480,2.0
117,231,2.0
428,4228,2.0
524,338,2.0
265,2641,2.0
596,2643,2.0
577,1391,2.0
514,3738,2.0
307,1358,2.0
116,2985,2.0
19,1355,2.0
448,5420,2.0
555,2410,2.0
414,3258,2.0
50,72998,2.0
244,1573,2.0
448,76077,2.0
217,2245,2.0
351,4718,2.0
180,785,2.0
561,79592,2.0
216,1966,2.0
567,65261,2.0
600,3863,2.0
599,7701,2.0
19,2134,2.0
307,1405,2.0
274,6794,2.0
111,109483,2.0
57,2990,2.0
274,3623,2.0
608,5785,2.0
15,596,2.0
159,5377,2.0
368,436,2.0
433,99114,2.0
448,1408,2.0
479,3082,2.0
224,505,2.0
512,509,2.0
68,4084,2.0
599,65,2.0
414,158,2.0
231,92259,2.0
57,1370,2.0
42,4477,2.0
428,2808,2.0
411,661,2.0
394,590,2.0
121,435,2.0
524,76,2.0
292,5989,2.0
414,4343,2.0
217,2110,2.0
599,128197,2.0
226,4025,2.0
608,1282,2.0
599,7193,2.0
610,3553,2.0
368,3438,2.0
133,590,2.0
18,31685,2.0
230,788,2.0
298,5941,2.0
314,1371,2.0
571,152,2.0
575,2587,2.0
509,36529,2.0
353,330,2.0
517,33615,2.0
42,1042,2.0
247,72998,2.0
474,1083,2.0
199,1676,2.0
328,81847,2.0
367,4628,2.0
392,2628,2.0
414,3438,2.0
546,3958,2.0
307,2120,2.0
448,158956,2.0
368,2531,2.0
28,3755,2.0
387,63,2.0
368,316,2.0
411,4,2.0
199,1101,2.0
19,7,2.0
217,2161,2.0
232,31221,2.0
414,273,2.0
365,508,2.0
288,3770,2.0
474,2059,2.0
610,3977,2.0
588,204,2.0
42,780,2.0
559,667,2.0
610,98239,2.0
428,4638,2.0
490,5313,2.0
414,4030,2.0
140,3861,2.0
414,3826,2.0
260,1206,2.0
382,122902,2.0
33,2108,2.0
76,73017,2.0
19,1330,2.0
561,94864,2.0
211,82461,2.0
132,2797,2.0
599,637,2.0
47,2959,2.0
370,608,2.0
414,2792,2.0
4,1060,2.0
381,2300,2.0
602,193,2.0
313,1356,2.0
19,92,2.0
430,1373,2.0
414,5321,2.0
202,674,2.0
373,208,2.0
208,10,2.0
414,7315,2.0
57,1620,2.0
599,438,2.0
91,2002,2.0
307,44828,2.0
412,1,2.0
599,123310,2.0
132,1244,2.0
608,3593,2.0
298,3285,2.0
217,1479,2.0
414,2421,2.0
517,7151,2.0
474,4085,2.0
274,86332,2.0
219,1762,2.0
524,20,2.0
522,8784,2.0
199,307,2.0
368,548,2.0
387,7650,2.0
590,2642,2.0
517,54286,2.0
288,1380,2.0
414,6547,2.0
474,6944,2.0
479,5471,2.0
474,4489,2.0
